invoice_id,invoice_period,account_id,market_code,custodian,invoice_currency,taxable_base_eur,withholding_tax_eur,custody_fee_eur,market_fee_eur,stamp_duty_eur,vat_eur,total_invoice_eur,invoice_status,paid_date,late_payment_flag
INV0002871,2026-03-31,ACCT00048,XPAR,BNP Paribas Securities Services,EUR,30414.77,3.08,2.79,4.54,1.52,1.47,13.4,PAID,2026-04-19,0
INV0002872,2026-03-31,ACCT00048,XSWX,BNP Paribas Securities Services,EUR,391439.1,62.58,48.43,45.96,0.0,18.88,175.85,PAID,2026-04-28,0
INV0002873,2026-03-31,ACCT00049,XAMS,SIX SIS,EUR,282159.24,13.51,24.65,25.15,0.0,9.96,73.27,ISSUED,,0
INV0002874,2026-03-31,ACCT00049,XETR,SIX SIS,EUR,909761.31,83.16,70.18,65.24,0.0,27.08,245.66,ISSUED,,0
INV0002875,2026-03-31,ACCT00049,XPAR,SIX SIS,EUR,171905.87,17.26,16.25,26.42,0.0,8.53,68.46,PAID,2026-04-05,0
INV0002876,2026-03-31,ACCT00049,XSWX,SIX SIS,EUR,651582.89,119.41,76.17,77.84,9.79,30.8,314.01,PAID,2026-04-13,0
INV0002877,2026-03-31,ACCT00050,XAMS,BNP Paribas Securities Services,EUR,75405.39,9.03,6.36,8.77,0.0,3.03,27.19,PAID,2026-04-26,0
INV0002878,2026-03-31,ACCT00050,XNAS,BNP Paribas Securities Services,EUR,37824.5,9.04,3.82,6.57,0.0,2.08,21.51,PAID,2026-04-21,0
INV0002879,2026-03-31,ACCT00050,XSWX,BNP Paribas Securities Services,EUR,423601.59,92.89,49.49,53.26,0.0,20.55,216.19,PAID,2026-04-05,0
INV0002880,2026-03-31,ACCT00051,XAMS,J.P. Morgan Custody,EUR,409731.51,21.75,35.86,37.05,0.0,0.0,94.66,PAID,2026-04-24,0
INV0002881,2026-03-31,ACCT00051,XETR,J.P. Morgan Custody,EUR,397069.75,35.01,31.17,28.26,0.0,0.0,94.44,PAID,2026-04-19,0
INV0002882,2026-03-31,ACCT00051,XNAS,J.P. Morgan Custody,EUR,416254.35,102.97,42.99,73.95,0.0,0.0,219.91,PAID,2026-04-16,0
INV0002883,2026-03-31,ACCT00051,XSWX,J.P. Morgan Custody,EUR,47079.58,13.79,5.76,6.81,0.0,0.0,26.36,PAID,2026-04-07,0
INV0002884,2026-03-31,ACCT00052,XAMS,J.P. Morgan Custody,EUR,167622.71,8.15,14.67,13.86,0.0,0.0,36.68,PAID,2026-04-27,0
INV0002885,2026-03-31,ACCT00052,XETR,J.P. Morgan Custody,EUR,251259.5,21.88,20.16,16.92,0.0,0.0,58.96,PAID,2026-04-10,0
INV0002886,2026-03-31,ACCT00052,XPAR,J.P. Morgan Custody,EUR,92622.52,10.53,9.77,14.71,0.0,0.0,35.01,PAID,2026-04-11,0
INV0002887,2026-03-31,ACCT00052,XSWX,J.P. Morgan Custody,EUR,105401.34,33.39,14.43,15.8,0.0,0.0,63.62,PAID,2026-04-16,0
INV0002888,2026-03-31,ACCT00053,XAMS,Euroclear,EUR,66463.44,3.41,5.99,6.11,0.0,2.42,17.93,PAID,2026-04-12,0
INV0002889,2026-03-31,ACCT00053,XETR,Euroclear,EUR,45318.24,3.99,3.59,3.25,0.0,1.37,12.2,PAID,2026-04-12,0
INV0002890,2026-03-31,ACCT00053,XSWX,Euroclear,EUR,254222.48,43.87,31.8,30.79,0.0,12.52,118.98,PAID,2026-04-20,0
INV0002891,2026-03-31,ACCT00054,XAMS,Euroclear,EUR,202232.97,9.97,17.22,17.56,0.0,6.96,51.71,OVERDUE,,1
INV0002892,2026-03-31,ACCT00054,XETR,Euroclear,EUR,165947.44,15.82,12.27,11.49,0.0,4.75,44.33,PAID,2026-04-23,0
INV0002893,2026-03-31,ACCT00054,XSWX,Euroclear,EUR,151856.38,26.58,17.7,17.5,0.0,7.04,68.82,PAID,2026-04-27,0
INV0002894,2026-03-31,ACCT00055,XAMS,Clearstream,EUR,971420.39,47.87,85.78,87.5,0.0,34.66,255.81,PAID,2026-04-27,0
INV0002895,2026-03-31,ACCT00055,XETR,Clearstream,EUR,2452037.22,207.96,190.79,172.98,0.0,72.75,644.48,ISSUED,,0
INV0002896,2026-03-31,ACCT00055,XPAR,Clearstream,EUR,84720.56,8.61,7.96,12.94,0.0,4.18,33.69,PAID,2026-04-16,0
INV0002897,2026-03-31,ACCT00055,XSWX,Clearstream,EUR,2169638.1,583.19,250.84,296.7,0.0,109.51,1240.24,PAID,2026-04-05,0
INV0002898,2026-03-31,ACCT00056,XAMS,BNP Paribas Securities Services,EUR,781328.47,40.47,69.46,66.66,0.0,0.0,176.59,PAID,2026-04-28,0
INV0002899,2026-03-31,ACCT00056,XETR,BNP Paribas Securities Services,EUR,415272.82,35.18,32.98,27.68,0.0,0.0,95.84,PAID,2026-04-18,0
INV0002900,2026-03-31,ACCT00056,XNAS,BNP Paribas Securities Services,EUR,603335.6,151.81,66.76,106.32,0.0,0.0,324.89,PAID,2026-04-13,0
INV0002901,2026-03-31,ACCT00056,XPAR,BNP Paribas Securities Services,EUR,85448.3,8.99,8.49,12.78,0.0,0.0,30.26,PAID,2026-04-13,0
INV0002902,2026-03-31,ACCT00056,XSWX,BNP Paribas Securities Services,EUR,493885.05,151.82,66.75,73.11,0.0,0.0,291.68,PAID,2026-04-13,0
INV0002903,2026-03-31,ACCT00057,XETR,BNP Paribas Securities Services,EUR,230883.49,18.86,17.63,15.98,0.0,6.72,59.19,PAID,2026-04-10,0
INV0002904,2026-03-31,ACCT00057,XNAS,BNP Paribas Securities Services,EUR,171307.54,41.24,18.08,31.1,0.0,9.84,100.26,PAID,2026-04-23,0
INV0002905,2026-03-31,ACCT00057,XSWX,BNP Paribas Securities Services,EUR,269938.57,70.13,32.55,37.57,4.19,14.02,158.46,PAID,2026-04-24,0
INV0002906,2026-03-31,ACCT00058,XAMS,BNP Paribas Securities Services,EUR,76075.47,3.74,6.41,6.61,0.0,2.6,19.36,PAID,2026-04-11,0
INV0002907,2026-03-31,ACCT00058,XETR,BNP Paribas Securities Services,EUR,601339.94,74.19,47.56,47.49,0.0,19.01,188.25,ISSUED,,0
INV0002908,2026-03-31,ACCT00058,XSWX,BNP Paribas Securities Services,EUR,1845890.78,244.09,232.63,209.52,0.0,88.43,774.67,OVERDUE,,1
INV0002909,2026-03-31,ACCT00059,XAMS,BNP Paribas Securities Services,EUR,102197.78,5.35,9.25,9.47,0.0,3.74,27.81,PAID,2026-04-12,0
INV0002910,2026-03-31,ACCT00059,XETR,BNP Paribas Securities Services,EUR,74171.9,6.7,6.03,5.47,0.0,2.3,20.5,PAID,2026-04-10,0
INV0002911,2026-03-31,ACCT00059,XPAR,BNP Paribas Securities Services,EUR,11808.43,1.3,1.18,1.91,0.64,0.62,5.65,PAID,2026-04-27,0
INV0002912,2026-03-31,ACCT00059,XSWX,BNP Paribas Securities Services,EUR,324971.22,68.08,40.67,41.97,0.0,16.53,167.25,PAID,2026-04-13,0
INV0002913,2026-03-31,ACCT00060,XPAR,SIX SIS,EUR,1162908.52,119.61,112.64,183.1,0.0,59.15,474.5,PAID,2026-04-13,0
INV0002914,2026-03-31,ACCT00060,XSWX,SIX SIS,EUR,6756762.8,857.45,834.76,751.33,107.33,317.22,2868.09,PAID,2026-04-14,0
INV0002915,2026-03-31,ACCT00061,XAMS,Euroclear,EUR,90564.96,4.78,7.34,7.74,0.0,3.02,22.88,PAID,2026-04-18,0
INV0002916,2026-03-31,ACCT00061,XETR,Euroclear,EUR,86231.45,8.31,6.78,6.3,0.0,2.62,24.01,PAID,2026-04-10,0
INV0002917,2026-03-31,ACCT00061,XPAR,Euroclear,EUR,8876.61,0.96,0.87,1.42,0.48,0.46,4.19,PAID,2026-04-14,0
INV0002918,2026-03-31,ACCT00061,XSWX,Euroclear,EUR,296508.67,46.55,35.3,33.7,0.0,13.8,129.35,PAID,2026-04-07,0
INV0002919,2026-03-31,ACCT00062,XAMS,Euroclear,EUR,1188016.89,58.56,105.41,99.55,0.0,0.0,263.52,PAID,2026-04-07,0
INV0002920,2026-03-31,ACCT00062,XETR,Euroclear,EUR,905175.99,80.7,73.72,62.01,0.0,0.0,216.43,PAID,2026-04-23,0
INV0002921,2026-03-31,ACCT00062,XNAS,Euroclear,EUR,367445.33,96.44,41.66,66.35,0.0,0.0,204.45,PAID,2026-04-28,0
INV0002922,2026-03-31,ACCT00062,XSWX,Euroclear,EUR,658841.0,184.76,84.55,90.35,0.0,0.0,359.66,PAID,2026-04-22,0
INV0002923,2026-03-31,ACCT00063,XAMS,Euroclear,EUR,300198.08,18.17,25.05,27.66,0.0,10.54,81.42,PAID,2026-04-18,0
INV0002924,2026-03-31,ACCT00063,XETR,Euroclear,EUR,381574.47,34.42,28.62,26.84,0.0,11.09,100.97,ISSUED,,0
INV0002925,2026-03-31,ACCT00063,XNAS,Euroclear,EUR,263113.65,59.27,26.49,45.56,0.0,14.41,145.73,PAID,2026-04-11,0
INV0002926,2026-03-31,ACCT00063,XSWX,Euroclear,EUR,99411.08,25.54,11.42,13.51,0.0,4.99,55.46,PAID,2026-04-07,0
INV0002927,2026-03-31,ACCT00064,XAMS,Clearstream,EUR,492780.23,23.0,40.43,41.24,0.0,16.33,121.0,PAID,2026-04-08,0
INV0002928,2026-03-31,ACCT00064,XETR,Clearstream,EUR,1043931.62,136.81,79.59,81.46,0.0,32.21,330.07,PAID,2026-04-10,0
INV0002929,2026-03-31,ACCT00064,XNAS,Clearstream,EUR,227748.81,55.78,23.55,40.5,0.0,12.81,132.64,PAID,2026-04-19,0
INV0002930,2026-03-31,ACCT00064,XPAR,Clearstream,EUR,132320.51,13.5,12.24,19.9,6.68,6.43,58.75,PAID,2026-04-16,0
INV0002931,2026-03-31,ACCT00064,XSWX,Clearstream,EUR,165127.52,25.32,19.07,18.25,0.0,7.46,70.1,PAID,2026-04-09,0
INV0002932,2026-03-31,ACCT00065,XAMS,SIX SIS,EUR,413303.81,34.37,37.41,43.43,0.0,16.17,131.38,PAID,2026-04-10,0
INV0002933,2026-03-31,ACCT00065,XNAS,SIX SIS,EUR,607733.95,142.47,59.05,101.57,0.0,32.12,335.21,PAID,2026-04-05,0
INV0002934,2026-03-31,ACCT00065,XPAR,SIX SIS,EUR,53111.25,5.81,5.18,8.42,0.0,2.72,22.13,PAID,2026-04-10,0
INV0002935,2026-03-31,ACCT00065,XSWX,SIX SIS,EUR,202352.78,58.6,24.29,28.74,0.0,10.61,122.24,PAID,2026-04-21,0
INV0002936,2026-03-31,ACCT00066,XAMS,J.P. Morgan Custody,EUR,133000.15,6.32,10.91,11.13,0.0,4.41,32.77,ISSUED,,0
INV0002937,2026-03-31,ACCT00066,XETR,J.P. Morgan Custody,EUR,256216.16,24.61,20.34,18.74,0.0,7.82,71.51,PAID,2026-04-06,0
INV0002938,2026-03-31,ACCT00066,XSWX,J.P. Morgan Custody,EUR,228234.7,32.29,27.38,25.19,0.0,10.51,95.37,PAID,2026-04-10,0
INV0002939,2026-03-31,ACCT00067,XAMS,BNP Paribas Securities Services,EUR,120552.29,5.89,10.75,10.96,0.0,4.34,31.94,PAID,2026-04-09,0
INV0002940,2026-03-31,ACCT00067,XETR,BNP Paribas Securities Services,EUR,117654.76,9.8,9.16,8.3,0.0,3.49,30.75,ISSUED,,0
INV0002941,2026-03-31,ACCT00067,XNAS,BNP Paribas Securities Services,EUR,35562.44,8.63,3.79,6.51,0.0,2.06,20.99,PAID,2026-04-24,0
INV0002942,2026-03-31,ACCT00067,XSWX,BNP Paribas Securities Services,EUR,374407.94,66.81,45.5,45.48,5.85,18.2,181.84,ISSUED,,0
INV0002943,2026-03-31,ACCT00068,XAMS,Clearstream,EUR,98682.71,4.59,8.56,8.73,0.0,3.46,25.34,PAID,2026-04-13,0
INV0002944,2026-03-31,ACCT00068,XETR,Clearstream,EUR,161439.16,12.34,11.76,10.67,0.0,4.49,39.26,PAID,2026-04-19,0
INV0002945,2026-03-31,ACCT00068,XNAS,Clearstream,EUR,59659.06,12.97,5.8,9.97,0.0,3.15,31.89,PAID,2026-04-08,0
INV0002946,2026-03-31,ACCT00068,XSWX,Clearstream,EUR,74402.75,20.82,9.31,11.01,0.0,4.06,45.2,PAID,2026-04-10,0
INV0002947,2026-03-31,ACCT00069,XETR,BNP Paribas Securities Services,EUR,570026.06,47.51,42.76,38.77,0.0,16.31,145.35,PAID,2026-04-06,0
INV0002948,2026-03-31,ACCT00069,XSWX,BNP Paribas Securities Services,EUR,958593.82,286.16,120.81,142.9,0.0,52.74,602.61,PAID,2026-04-17,0
INV0002949,2026-03-31,ACCT00070,XAMS,Euroclear,EUR,313450.89,16.38,28.29,28.86,0.0,11.43,84.96,PAID,2026-04-14,0
INV0002950,2026-03-31,ACCT00070,XETR,Euroclear,EUR,577064.56,77.19,46.46,46.77,0.0,18.65,189.07,PAID,2026-04-20,0
INV0002951,2026-03-31,ACCT00070,XPAR,Euroclear,EUR,58438.98,5.86,5.22,8.49,0.0,2.74,22.31,PAID,2026-04-17,0
INV0002952,2026-03-31,ACCT00070,XSWX,Euroclear,EUR,467086.72,128.43,53.24,62.98,0.0,23.24,267.89,PAID,2026-04-28,0
INV0002953,2026-03-31,ACCT00071,XAMS,BNP Paribas Securities Services,EUR,157462.88,7.89,13.94,14.33,0.0,5.65,41.81,PAID,2026-04-21,0
INV0002954,2026-03-31,ACCT00071,XETR,BNP Paribas Securities Services,EUR,45782.14,3.92,3.66,3.32,0.0,1.4,12.3,PAID,2026-04-25,0
INV0002955,2026-03-31,ACCT00071,XSWX,BNP Paribas Securities Services,EUR,169998.18,23.4,20.96,19.28,2.69,8.05,74.38,ISSUED,,0
INV0002956,2026-03-31,ACCT00072,XAMS,Euroclear,EUR,6894.76,0.33,0.59,0.6,0.0,0.24,1.76,PAID,2026-04-24,0
INV0002957,2026-03-31,ACCT00072,XETR,Euroclear,EUR,25263.27,2.14,1.93,1.75,0.0,0.74,6.56,PAID,2026-04-28,0
INV0002958,2026-03-31,ACCT00072,XSWX,Euroclear,EUR,96832.69,18.53,11.96,12.02,0.0,4.8,47.31,PAID,2026-04-13,0
INV0002959,2026-03-31,ACCT00073,XAMS,Clearstream,EUR,28971.66,1.44,2.6,2.45,0.0,0.0,6.49,PAID,2026-04-18,0
INV0002960,2026-03-31,ACCT00073,XETR,Clearstream,EUR,58057.28,5.35,4.93,4.14,0.0,0.0,14.42,PAID,2026-04-20,0
INV0002961,2026-03-31,ACCT00073,XSWX,Clearstream,EUR,120165.48,29.84,14.82,15.31,0.0,0.0,59.97,PAID,2026-04-06,0
INV0002962,2026-03-31,ACCT00074,XAMS,Euroclear,EUR,125501.57,6.69,10.54,11.04,0.0,4.32,32.59,PAID,2026-04-24,0
INV0002963,2026-03-31,ACCT00074,XETR,Euroclear,EUR,135285.34,11.65,10.48,9.5,0.0,4.0,35.63,OVERDUE,,1
INV0002964,2026-03-31,ACCT00074,XPAR,Euroclear,EUR,99716.98,10.01,9.08,14.76,4.95,4.77,43.57,ISSUED,,0
INV0002965,2026-03-31,ACCT00074,XSWX,Euroclear,EUR,223427.95,39.51,25.81,25.83,0.0,10.33,101.48,PAID,2026-04-18,0
INV0002966,2026-03-31,ACCT00075,XAMS,SIX SIS,EUR,43985.45,2.19,3.85,3.93,0.0,1.56,11.53,PAID,2026-04-14,0
INV0002967,2026-03-31,ACCT00075,XETR,SIX SIS,EUR,45559.98,3.97,3.57,3.24,0.0,1.36,12.14,PAID,2026-04-15,0
INV0002968,2026-03-31,ACCT00075,XNAS,SIX SIS,EUR,368.79,0.09,0.04,0.06,0.0,0.02,0.21,PAID,2026-04-05,0
INV0002969,2026-03-31,ACCT00075,XPAR,SIX SIS,EUR,22289.06,2.4,2.18,3.54,1.19,1.14,10.45,PAID,2026-04-25,0
INV0002970,2026-03-31,ACCT00075,XSWX,SIX SIS,EUR,82757.29,12.95,10.44,9.79,0.0,4.05,37.23,PAID,2026-04-19,0
INV0002971,2026-03-31,ACCT00076,XETR,Euroclear,EUR,108366.43,9.31,8.38,7.6,0.0,3.2,28.49,ISSUED,,0
INV0002972,2026-03-31,ACCT00076,XPAR,Euroclear,EUR,8516.44,0.85,0.77,1.26,0.42,0.41,3.71,PAID,2026-04-28,0
INV0002973,2026-03-31,ACCT00076,XSWX,Euroclear,EUR,500837.95,85.06,58.15,57.34,0.0,23.1,223.65,PAID,2026-04-14,0
INV0002974,2026-03-31,ACCT00077,XAMS,Euroclear,EUR,950206.33,44.12,77.54,79.09,0.0,31.33,232.08,PAID,2026-04-09,0
INV0002975,2026-03-31,ACCT00077,XETR,Euroclear,EUR,535708.14,61.13,41.05,40.2,0.0,16.25,158.63,PAID,2026-04-12,0
INV0002976,2026-03-31,ACCT00077,XNAS,Euroclear,EUR,301936.04,76.83,32.43,55.78,0.0,17.64,182.68,ISSUED,,0
INV0002977,2026-03-31,ACCT00077,XSWX,Euroclear,EUR,360607.51,54.23,42.72,40.33,0.0,16.61,153.89,PAID,2026-04-17,0
INV0002978,2026-03-31,ACCT00078,XAMS,SIX SIS,EUR,1462367.07,66.41,121.18,123.61,0.0,48.96,360.16,PAID,2026-04-19,0
INV0002979,2026-03-31,ACCT00078,XETR,SIX SIS,EUR,1153863.5,248.8,93.03,114.11,0.0,41.43,497.37,PAID,2026-04-11,0
INV0002980,2026-03-31,ACCT00078,XSWX,SIX SIS,EUR,2379608.05,674.52,295.66,349.72,38.01,129.08,1486.99,PAID,2026-04-18,0
INV0002981,2026-03-31,ACCT00079,XETR,SIX SIS,EUR,94747.66,8.41,7.71,6.99,0.0,2.94,26.05,OVERDUE,,1
INV0002982,2026-03-31,ACCT00079,XNAS,SIX SIS,EUR,1065.62,0.25,0.11,0.19,0.0,0.06,0.61,PAID,2026-04-09,0
INV0002983,2026-03-31,ACCT00079,XPAR,SIX SIS,EUR,178748.97,17.42,16.1,26.17,0.0,8.45,68.14,ISSUED,,0
INV0002984,2026-03-31,ACCT00079,XSWX,SIX SIS,EUR,563941.63,72.07,66.21,60.21,0.0,25.28,223.77,ISSUED,,0
INV0002985,2026-03-31,ACCT00080,XAMS,BNP Paribas Securities Services,EUR,55417.1,2.46,4.49,4.58,0.0,1.81,13.34,PAID,2026-04-06,0
INV0002986,2026-03-31,ACCT00080,XETR,BNP Paribas Securities Services,EUR,242831.45,25.12,19.65,18.63,0.0,7.66,71.06,PAID,2026-04-17,0
INV0002987,2026-03-31,ACCT00080,XNAS,BNP Paribas Securities Services,EUR,31970.29,7.15,3.14,5.39,0.0,1.71,17.39,ISSUED,,0
INV0002988,2026-03-31,ACCT00080,XSWX,BNP Paribas Securities Services,EUR,282337.71,57.2,32.63,34.71,4.2,13.47,142.21,ISSUED,,0
INV0002989,2026-03-31,ACCT00081,XETR,Clearstream,EUR,56130.61,4.81,4.41,4.0,0.0,1.68,14.9,PAID,2026-04-14,0
INV0002990,2026-03-31,ACCT00081,XSWX,Clearstream,EUR,179938.07,23.18,20.44,18.79,0.0,7.85,70.26,PAID,2026-04-21,0
INV0002991,2026-03-31,ACCT00082,XAMS,BNP Paribas Securities Services,EUR,207037.29,10.32,18.13,18.49,0.0,7.32,54.26,PAID,2026-04-06,0
INV0002992,2026-03-31,ACCT00082,XETR,BNP Paribas Securities Services,EUR,509779.08,67.2,37.56,38.95,0.0,15.3,159.01,ISSUED,,0
INV0002993,2026-03-31,ACCT00082,XPAR,BNP Paribas Securities Services,EUR,128931.98,12.82,11.62,18.89,6.34,6.1,55.77,ISSUED,,0
INV0002994,2026-03-31,ACCT00082,XSWX,BNP Paribas Securities Services,EUR,532836.07,116.32,61.96,66.68,0.0,25.73,270.69,PAID,2026-04-16,0
INV0002995,2026-03-31,ACCT00083,XAMS,Clearstream,EUR,184012.51,8.71,15.62,15.93,0.0,6.31,46.57,PAID,2026-04-14,0
INV0002996,2026-03-31,ACCT00083,XETR,Clearstream,EUR,489534.63,51.61,39.34,37.38,0.0,15.34,143.67,ISSUED,,0
INV0002997,2026-03-31,ACCT00083,XNAS,Clearstream,EUR,119233.29,28.33,12.19,20.96,0.0,6.63,68.11,PAID,2026-04-08,0
INV0002998,2026-03-31,ACCT00083,XSWX,Clearstream,EUR,82649.45,23.37,10.05,11.89,0.0,4.39,49.7,PAID,2026-04-27,0
INV0002999,2026-03-31,ACCT00084,XAMS,J.P. Morgan Custody,EUR,218458.67,10.29,18.08,18.44,0.0,7.3,54.11,PAID,2026-04-06,0
INV0003000,2026-03-31,ACCT00084,XETR,J.P. Morgan Custody,EUR,515373.74,42.8,38.52,34.93,0.0,14.69,130.94,PAID,2026-04-11,0
INV0003001,2026-03-31,ACCT00084,XNAS,J.P. Morgan Custody,EUR,276950.89,64.32,27.15,46.69,0.0,14.77,152.93,PAID,2026-04-16,0
INV0003002,2026-03-31,ACCT00084,XSWX,J.P. Morgan Custody,EUR,180594.43,40.8,22.86,24.14,0.0,9.4,97.2,PAID,2026-04-17,0
INV0003003,2026-03-31,ACCT00085,XETR,SIX SIS,EUR,286171.0,22.76,21.27,19.29,0.0,8.11,71.43,PAID,2026-04-24,0
INV0003004,2026-03-31,ACCT00085,XNAS,SIX SIS,EUR,233313.4,52.01,22.8,39.22,0.0,12.4,126.43,PAID,2026-04-24,0
INV0003005,2026-03-31,ACCT00085,XSWX,SIX SIS,EUR,270158.53,71.42,31.3,37.03,4.02,13.67,157.44,PAID,2026-04-16,0
INV0003006,2026-03-31,ACCT00086,XAMS,BNP Paribas Securities Services,EUR,1203984.99,58.85,107.38,109.53,0.0,43.38,319.14,PAID,2026-04-21,0
INV0003007,2026-03-31,ACCT00086,XETR,BNP Paribas Securities Services,EUR,2372322.43,204.94,191.53,173.66,0.0,73.04,643.17,PAID,2026-04-19,0
INV0003008,2026-03-31,ACCT00086,XSWX,BNP Paribas Securities Services,EUR,3247697.21,753.13,410.82,444.43,52.82,171.05,1832.25,PAID,2026-04-18,0
INV0003009,2026-03-31,ACCT00087,XAMS,SIX SIS,EUR,64113.55,2.96,5.4,5.51,0.0,2.18,16.05,PAID,2026-04-06,0
INV0003010,2026-03-31,ACCT00087,XETR,SIX SIS,EUR,382710.4,31.05,29.01,26.31,0.0,11.06,97.43,PAID,2026-04-22,0
INV0003011,2026-03-31,ACCT00087,XSWX,SIX SIS,EUR,173224.09,44.66,19.65,23.2,2.53,8.57,98.61,PAID,2026-04-23,0
INV0003012,2026-03-31,ACCT00088,XAMS,SIX SIS,EUR,139496.16,11.33,12.06,14.37,0.0,5.29,43.05,PAID,2026-04-09,0
INV0003013,2026-03-31,ACCT00088,XETR,SIX SIS,EUR,184563.36,26.79,14.47,15.38,0.0,5.97,62.61,ISSUED,,0
INV0003014,2026-03-31,ACCT00088,XSWX,SIX SIS,EUR,177732.67,23.93,20.97,19.42,2.7,8.08,75.1,PAID,2026-04-26,0
INV0003015,2026-03-31,ACCT00089,XAMS,J.P. Morgan Custody,EUR,1140387.53,50.49,94.02,95.9,0.0,37.98,278.39,PAID,2026-04-28,0
INV0003016,2026-03-31,ACCT00089,XETR,J.P. Morgan Custody,EUR,1185518.58,91.16,86.91,78.8,0.0,33.14,290.01,PAID,2026-04-13,0
INV0003017,2026-03-31,ACCT00089,XNAS,J.P. Morgan Custody,EUR,1598007.28,354.6,158.48,272.58,0.0,86.21,871.87,PAID,2026-04-11,0
INV0003018,2026-03-31,ACCT00089,XSWX,J.P. Morgan Custody,EUR,382675.12,103.29,46.17,54.62,0.0,20.16,224.24,PAID,2026-04-17,0
INV0003019,2026-03-31,ACCT00090,XAMS,SIX SIS,EUR,116881.06,5.39,9.84,10.04,0.0,3.98,29.25,PAID,2026-04-12,0
INV0003020,2026-03-31,ACCT00090,XETR,SIX SIS,EUR,255099.26,28.6,18.86,18.78,0.0,7.53,73.77,PAID,2026-04-14,0
INV0003021,2026-03-31,ACCT00090,XNAS,SIX SIS,EUR,6191.7,1.45,0.64,1.09,0.0,0.35,3.53,PAID,2026-04-09,0
INV0003022,2026-03-31,ACCT00090,XSWX,SIX SIS,EUR,251508.7,42.36,31.09,30.33,4.0,12.28,120.06,PAID,2026-04-23,0
INV0003023,2026-03-31,ACCT00091,XAMS,Euroclear,EUR,1261995.61,61.4,112.04,114.28,0.0,45.26,332.98,PAID,2026-04-09,0
INV0003024,2026-03-31,ACCT00091,XNAS,Euroclear,EUR,441165.23,109.37,47.95,82.48,0.0,26.09,265.89,PAID,2026-04-23,0
INV0003025,2026-03-31,ACCT00091,XSWX,Euroclear,EUR,133225.13,35.5,15.56,18.4,2.0,6.79,78.25,PAID,2026-04-11,0
INV0003026,2026-03-31,ACCT00092,XAMS,BNP Paribas Securities Services,EUR,220154.53,10.78,19.68,20.07,0.0,7.95,58.48,PAID,2026-04-07,0
INV0003027,2026-03-31,ACCT00092,XETR,BNP Paribas Securities Services,EUR,447602.98,37.94,35.46,32.15,0.0,13.52,119.07,PAID,2026-04-06,0
INV0003028,2026-03-31,ACCT00092,XPAR,BNP Paribas Securities Services,EUR,26517.65,2.71,2.55,4.15,0.0,1.34,10.75,PAID,2026-04-20,0
INV0003029,2026-03-31,ACCT00092,XSWX,BNP Paribas Securities Services,EUR,262444.33,48.21,31.19,31.72,4.01,12.58,127.71,PAID,2026-04-12,0
INV0003030,2026-03-31,ACCT00093,XETR,Euroclear,EUR,1208030.15,122.86,101.53,87.93,0.0,0.0,312.32,PAID,2026-04-10,0
INV0003031,2026-03-31,ACCT00093,XNAS,Euroclear,EUR,206104.76,50.91,22.39,35.66,0.0,0.0,108.96,ISSUED,,0
INV0003032,2026-03-31,ACCT00093,XSWX,Euroclear,EUR,511269.05,63.26,69.56,56.31,0.0,0.0,189.13,PAID,2026-04-07,0
INV0003033,2026-03-31,ACCT00094,XAMS,Euroclear,EUR,250445.76,12.25,22.35,22.8,0.0,9.03,66.43,PAID,2026-04-15,0
INV0003034,2026-03-31,ACCT00094,XNAS,Euroclear,EUR,109033.91,25.51,11.18,19.24,0.0,6.08,62.01,PAID,2026-04-16,0
INV0003035,2026-03-31,ACCT00094,XSWX,Euroclear,EUR,150682.19,41.91,18.37,21.73,2.36,8.02,92.39,ISSUED,,0
INV0003036,2026-03-31,ACCT00095,XAMS,Euroclear,EUR,253948.28,13.07,22.22,22.84,0.0,9.01,67.14,OVERDUE,,1
INV0003037,2026-03-31,ACCT00095,XETR,Euroclear,EUR,59112.89,13.27,4.78,5.86,0.0,2.13,26.04,PAID,2026-04-22,0
INV0003038,2026-03-31,ACCT00095,XSWX,Euroclear,EUR,163032.91,44.23,18.67,22.09,0.0,8.15,93.14,PAID,2026-04-28,0
INV0003039,2026-03-31,ACCT00096,XAMS,BNP Paribas Securities Services,EUR,543993.35,25.9,45.51,46.42,0.0,18.39,136.22,PAID,2026-04-26,0
INV0003040,2026-03-31,ACCT00096,XETR,BNP Paribas Securities Services,EUR,158285.1,35.32,12.72,15.6,0.0,5.66,69.3,PAID,2026-04-09,0
INV0003041,2026-03-31,ACCT00096,XPAR,BNP Paribas Securities Services,EUR,502040.27,54.74,49.64,80.68,27.07,26.06,238.19,PAID,2026-04-27,0
INV0003042,2026-03-31,ACCT00096,XSWX,BNP Paribas Securities Services,EUR,10219464.35,1656.71,1160.66,1135.63,0.0,459.26,4412.26,PAID,2026-04-26,0
INV0003043,2026-03-31,ACCT00097,XAMS,BNP Paribas Securities Services,EUR,288558.16,15.48,24.17,25.63,0.0,9.96,75.24,PAID,2026-04-24,0
INV0003044,2026-03-31,ACCT00097,XETR,BNP Paribas Securities Services,EUR,175979.85,36.54,13.66,16.76,0.0,6.08,73.04,PAID,2026-04-12,0
INV0003045,2026-03-31,ACCT00097,XNAS,BNP Paribas Securities Services,EUR,122560.53,28.03,12.29,21.14,0.0,6.69,68.15,PAID,2026-04-05,0
